;NOME;PRODUTIBILIDADE;Tipo;S1;S2;S3;S4;S5;S6;ENA1;ENA2;ENA3;ENA4;ENA5;ENA6
049;CHAVANTES;0.6177;NAT;80;78;84;111;133;123;49.416000000000004;48.180600000000005;51.8868;68.5647;82.1541;75.97710000000001
050;LUCAS GARCEZ;0.1483;NAT;140;135;143;176;202;187;20.761999999999997;20.0205;21.206899999999997;26.1008;29.956599999999998;27.7321
051;CANOAS 2;0.1288;NAT;144;140;147;180;207;192;18.5472;18.032;18.9336;23.184;26.6616;24.729599999999998
052;CANOAS 1;0.1489;NAT;154;149;156;191;218;202;22.930600000000002;22.1861;23.2284;28.4399;32.4602;30.0778
053;PARANAPANEMA;0.1275;NAT;56;55;54;76;80;79;7.140000000000001;7.0125;6.885;9.69;10.2;10.0725
057;GOV JAYME CANET JR;1.0494;NAT;47;47;50;60;111;148;49.3218;49.3218;52.470000000000006;62.964000000000006;116.48340000000002;155.3112
061;CAPIVARA;0.3744;NAT;348;336;356;418;502;517;130.2912;125.7984;133.28640000000001;156.4992;187.9488;193.56480000000002
062;TAQUARUÇU;0.2221;NAT;382;370;391;452;537;552;84.84219999999999;82.17699999999999;86.8411;100.3892;119.26769999999999;122.5992
063;ROSANA;0.1841;NAT;463;449;472;534;620;635;85.23830000000001;82.66090000000001;86.8952;98.30940000000001;114.14200000000001;116.90350000000001
066;ITAIPU ART.;1.0244;ART;6740.5;6546.7;6315.8;6647.8;6665.0;6569.1;6904.9682;6706.43948;6469.90552;6810.00632;6827.626;6729.38604
071;STA CLARA PR;0.8126;NAT;38;45;60;63;130;140;30.8788;36.567;48.756;51.193799999999996;105.638;113.764
072;FUNDÃO;0.8307;NAT;42;49;65;67;139;149;34.8894;40.704299999999996;53.9955;55.6569;115.4673;123.7743
073;JORDÃO NAT.;0.0;NAT;60;65;86;84;176;181;0.0;0.0;0.0;0.0;0.0;0.0
074;FOZ DO AREIA;1.0938;NAT;161;222;304;336;563;753;176.10180000000003;242.82360000000003;332.51520000000005;367.51680000000005;615.8094000000001;823.6314000000001
075;SEGREDO;0.904;ART;303;358;490;492;917;1091;273.91200000000003;323.632;442.96000000000004;444.76800000000003;828.9680000000001;986.264
076;;;NAT;253;303;414;418;751;920;;;;;;
077;SLT SANTIAGO;0.8921;NAT;390;478;622;589;1101;1305;347.919;426.4238;554.8862;525.4469;982.2021;1164.1905
078;SALTO OSORIO;0.5747;NAT;420;521;670;623;1170;1385;241.374;299.4187;385.049;358.0381;672.399;795.9594999999999
081;BAIXO IGUAÇU;0.1458;NAT;688;901;1094;926;1778;2096;100.31040000000002;131.3658;159.5052;135.01080000000002;259.23240000000004;305.59680000000003
088;SAO ROQUE;0.4335;NAT;97;185;231;239;292;375;42.0495;80.1975;100.1385;103.6065;126.582;162.5625
089;GARIBALDI;0.3691;NAT;119;226;283;292;357;458;43.9229;83.4166;104.4553;107.7772;131.7687;169.0478
092;ITÁ;0.9097;NAT;483;938;1106;1010;1379;1607;439.38509999999997;853.2986;1006.1282;918.7969999999999;1254.4763;1461.8879
093;PASSO FUNDO;2.2252;NAT;50;144;87;58;67;84;111.26;320.4288;193.5924;129.0616;149.0884;186.9168
094;FOZ CHAPECO;0.4506;NAT;648;1341;1370;1202;1614;1925;291.9888;604.2546;617.322;541.6212;727.2684;867.405
096;;;NAT;38;102;112;91;102;147;;;;;;
097;MONTE CLARO;0.3541;NAT;122;243;333;250;280;326;43.2002;86.0463;117.9153;88.525;99.14800000000001;115.43660000000001
098;CASTRO ALVES;0.7676;NAT;78;125;203;144;161;155;59.8728;95.94999999999999;155.8228;110.53439999999999;123.58359999999999;118.978
099;ESPORA;0.4021;NAT;58;57;56;57;56;55;23.3218;22.919700000000002;22.5176;22.919700000000002;22.5176;22.1155
101;SALTO PILAO;1.7641;NAT;46;69;121;94;172;174;81.1486;121.7229;213.4561;165.8254;303.4252;306.9534
102;SÃO JOSÉ;0.1878;NAT;314;556;360;244;251;289;58.9692;104.4168;67.608;45.8232;47.1378;54.2742
103;PASSO SÃO JOÃO;0.2545;NAT;326;577;374;253;260;300;82.967;146.8465;95.183;64.38850000000001;66.17;76.35
104;;;NAT;13;13;19;19;18;15;;;;;;
109;;;NAT;7;7;10;10;10;8;;;;;;
110;ERNESTINA;0.0;NAT;34;57;46;37;44;49;0.0;0.0;0.0;0.0;0.0;0.0
111;PASSO REAL;0.3682;NAT;285;496;356;288;290;336;104.93700000000001;182.62720000000002;131.07920000000001;106.0416;106.778;123.71520000000001
112;JACUI;0.7951;NAT;291;506;360;290;293;340;231.3741;402.3206;286.236;230.579;232.9643;270.334
113;ITAUBA;0.7554;NAT;427;744;456;346;350;413;322.5558;562.0176;344.4624;261.3684;264.39;311.98019999999997
114;D.FRANCISCA;0.3356;NAT;578;1008;562;407;413;494;193.9768;338.2848;188.6072;136.5892;138.6028;165.78640000000001
115;CAP.CACH.;6.3542;NAT;11;10;11;10;12;12;69.8962;63.541999999999994;69.8962;63.541999999999994;76.2504;76.2504
116;;;NAT;2;1;3;3;3;2;;;;;;
117;;;NAT;6;6;9;9;8;7;;;;;;
118;;;NAT;7;7;10;10;10;8;;;;;;
119;;;NAT;9;8;13;13;13;10;;;;;;
120;JAGUARI;0.5163;NAT;17;16;18;18;18;17;8.777099999999999;8.2608;9.2934;9.2934;9.2934;8.777099999999999
121;PARAIBUNA;0.7007;NAT;36;35;38;38;36;36;25.2252;24.5245;26.6266;26.6266;25.2252;25.2252
122;SANTA BRANCA;0.3679;NAT;41;40;43;44;42;41;15.0839;14.716000000000001;15.819700000000001;16.1876;15.4518;15.0839
123;FUNIL;0.5575;NAT;117;111;117;124;117;112;65.2275;61.8825;65.2275;69.13;65.2275;62.44
125;;;NAT;158;151;157;164;155;150;;;;;;
126;SIMPLÍCIO ART.;0.9762;ART;100.04210526315791;92.42631578947368;94.66842105263157;99.2842105263158;85.92105263157896;80.05263157894737;97.66110315789474;90.2265694736842;92.41531263157894;96.92124631578949;83.87613157894738;78.14737894736842
127;;;ART;190.0421052631579;182.42631578947368;184.66842105263157;189.2842105263158;175.92105263157896;170.05263157894737;;;;;;
129;;;NAT;302;289;294;303;283;273;;;;;;
130;;;NAT;337;323;327;337;314;302;;;;;;
131;NILO PEÇANHA;2.6871;ART;102.9578947368421;98.57368421052631;101.33157894736843;106.71578947368421;100.07894736842105;96.94736842105263;276.6581589473684;264.8773468421052;272.2880857894737;286.7559978947368;268.92213947368424;260.50727368421053
132;;;ART;13;12;12;10;10;9;;;;;;
134;SALTO GRANDE;0.802;NAT;80;76;74;74;72;68;64.16;60.952000000000005;59.348000000000006;59.348000000000006;57.744;54.536
135;BARRA BRAUNA;0.2094;NAT;90;88;86;86;83;79;18.846;18.4272;18.0084;18.0084;17.3802;16.5426
141;BAGUARI;0.1698;NAT;352;337;328;335;325;314;59.769600000000004;57.2226;55.6944;56.883;55.185;53.3172
144;MASCARENHAS;0.1989;NAT;504;485;473;480;468;457;100.2456;96.4665;94.0797;95.472;93.0852;90.8973
145;RONDON II;0.5244;NAT;115;100;100;102;102;96;60.306;52.44;52.44;53.4888;53.4888;50.3424
148;AIMORÉS;0.2558;NAT;406;390;380;387;376;365;103.85480000000001;99.76200000000001;97.20400000000001;98.9946;96.1808;93.367
149;CANDONGA;0.4503;NAT;106;102;99;102;97;92;47.7318;45.9306;44.579699999999995;45.9306;43.6791;41.4276
154;SAO DOMINGOS;0.3071;NAT;85;83;85;88;86;82;26.1035;25.4893;26.1035;27.0248;26.4106;25.182199999999998
155;RETIRO BAIXO;0.3346;NAT;104;97;92;91;87;83;34.7984;32.4562;30.7832;30.4486;29.1102;27.7718
156;TRES MARIAS;0.436;NAT;463;420;390;379;359;343;201.868;183.12;170.04;165.244;156.524;149.548
158;QUEIMADO;1.6404;NAT;43;41;39;38;36;34;70.5372;67.2564;63.9756;62.3352;59.0544;55.7736
161;;;NAT;48;46;71;71;68;54;;;;;;
166;;;NAT;2033;2097;1971;2195;2306;2423;;;;;;
168;;;NAT;1308;919;756;716;676;639;;;;;;
169;SOBRADINHO;0.2449;NAT;2166;1578;1278;1185;1111;1055;530.4534;386.4522;312.98220000000003;290.2065;272.0839;258.3695
171;;;NAT;0;0;0;0;0;0;;;;;;
172;LUIZ GONZAGA;0.4425;NAT;2166;1578;1278;1185;1111;1055;958.455;698.265;565.515;524.3625;491.6175;466.8375
173;;;NAT;2166;1578;1278;1185;1111;1055;;;;;;
175;;;NAT;2166;1578;1278;1185;1111;1055;;;;;;
176;COMPLEXO;1.0213;NAT;2166;1578;1278;1185;1111;1055;2212.1358;1611.6114000000002;1305.2214000000001;1210.2405;1134.6643000000001;1077.4715
178;XINGÓ;1.0781;NAT;2166;1578;1278;1185;1111;1055;2335.1646;1701.2418;1377.8118000000002;1277.5485;1197.7691;1137.3955
183;A. DIAS + SÁ CARVALHO;0.9364;NAT;39;36;34;38;36;34;36.5196;33.7104;31.837600000000002;35.5832;33.7104;31.837600000000002
188;ITAPEBI;0.715;NAT;100;94;90;87;84;81;71.5;67.21;64.35;62.205;60.059999999999995;57.915
190;B. ESPERANCA;0.3784;NAT;544;461;407;380;367;333;205.8496;174.44240000000002;154.0088;143.792;138.8728;126.00720000000001
191;CANA BRAVA;0.3868;NAT;662;603;555;529;478;441;256.0616;233.2404;214.67399999999998;204.6172;184.8904;170.5788
196;ROSAL;1.6903;NAT;22;21;20;22;20;19;37.1866;35.4963;33.806;37.1866;33.806;32.1157
197;PICADA;1.1546;NAT;24;24;23;23;22;21;27.7104;27.7104;26.5558;26.5558;25.401200000000003;24.2466
198;SOBRAGI;0.7164;NAT;46;45;44;44;42;41;32.9544;32.238;31.521600000000003;31.521600000000003;30.088800000000003;29.372400000000003
201;;;NAT;9;8;8;7;7;6;;;;;;
202;;;NAT;4;4;4;3;3;3;;;;;;
203;;;NAT;13;12;11;11;10;9;;;;;;
204;CACHOEIRA CALDEIRAO;0.1406;NAT;2419;2343;2359;2286;2037;1967;340.1114;329.4258;331.6754;321.4116;286.4022;276.5602
205;CORUMBA IV;0.5836;NAT;83;77;73;70;66;62;48.4388;44.9372;42.6028;40.852000000000004;38.5176;36.1832
206;MIRANDA;0.6195;NAT;283;268;256;255;237;225;175.3185;166.026;158.592;157.97250000000003;146.82150000000001;139.38750000000002
207;CAPIM BRANCO 1;0.5114;NAT;284;269;257;256;238;226;145.2376;137.5666;131.4298;130.9184;121.71319999999999;115.57639999999999
209;CORUMBA I;0.6294;NAT;331;311;292;285;264;248;208.33139999999997;195.74339999999998;183.7848;179.379;166.1616;156.0912
211;FUNIL-GRANDE;0.3549;NAT;156;143;136;137;132;128;55.364399999999996;50.7507;48.2664;48.6213;46.8468;45.4272
213;SUIÇA;2.1132;NAT;6;6;6;7;7;7;12.6792;12.6792;12.6792;14.7924;14.7924;14.7924
215;BARRA GRANDE;1.4153;NAT;134;206;306;254;388;337;189.6502;291.5518;433.0818;359.4862;549.1364;476.9561
216;CAMPOS NOVOS;1.6063;NAT;130;248;310;321;392;504;208.81900000000002;398.36240000000004;497.95300000000003;515.6223;629.6696000000001;809.5752
217;MACHADINHO;0.8779;NAT;342;607;763;720;976;1082;300.2418;532.8853;669.8377;632.088;856.8304;949.8878
220;MONJOLINHO;0.54;NAT;85;245;148;99;114;143;45.900000000000006;132.3;79.92;53.46;61.56;77.22
221;;;ART;7;7;12;8;8;8;;;;;;
222;SALTO CAXIAS;0.5596;NAT;612;793;973;839;1604;1893;342.4752;443.76279999999997;544.4908;469.5044;897.5984;1059.3228
224;;;NAT;7;7;12;8;8;8;;;;;;
225;SALTO APIACÁS;0.2218;NAT;292;240;197;163;131;106;64.7656;53.232;43.6946;36.1534;29.055799999999998;23.5108
226;JURUENA;0.2969;NAT;147;144;141;139;137;135;43.6443;42.7536;41.862899999999996;41.2691;40.6753;40.0815
227;SINOP;0.2431;NAT;1063;958;922;793;696;700;258.4153;232.8898;224.1382;192.7783;169.1976;170.17000000000002
228;COLIDER;0.2078;NAT;1162;1047;1008;867;761;760;241.4636;217.56660000000002;209.4624;180.1626;158.13580000000002;157.928
229;TELES PIRES;0.5054;NAT;3155;2720;2394;2059;1807;1621;1594.5369999999998;1374.6879999999999;1209.9276;1040.6186;913.2578;819.2533999999999
230;SAO MANOEL;0.2267;NAT;3173;2735;2415;2078;1823;1635;719.3191;620.0245;547.4805;471.0826;413.27410000000003;370.65450000000004
237;;;NAT;258;248;276;289;281;252;;;;;;
238;;;NAT;316;304;331;342;334;300;;;;;;
239;;;NAT;427;410;435;445;436;393;;;;;;
240;;;NAT;478;462;492;510;499;449;;;;;;
241;SLT VERDINHO;0.3742;NAT;123;119;118;119;115;111;46.026599999999995;44.529799999999994;44.1556;44.529799999999994;43.032999999999994;41.5362
242;;;NAT;498;482;514;535;524;471;;;;;;
243;;;NAT;512;496;528;550;538;484;;;;;;
244;;;NAT;4376;4130;4013;4060;3881;3648;;;;;;
245;;;NAT;4652;4394;4275;4336;4150;3905;;;;;;
246;;;NAT;5223;4938;4823;4948;4754;4465;;;;;;
247;CACU;0.243;NAT;140;133;130;133;125;117;34.019999999999996;32.319;31.59;32.319;30.375;28.431
248;B. COQUEIROS;0.3214;NAT;146;138;136;138;131;122;46.924400000000006;44.3532;43.7104;44.3532;42.1034;39.2108
249;OURINHOS;0.0962;NAT;83;81;86;114;136;125;7.9845999999999995;7.792199999999999;8.2732;10.9668;13.0832;12.024999999999999
251;SERRA FACAO;0.6489;NAT;136;127;119;115;108;102;88.2504;82.4103;77.2191;74.6235;70.08120000000001;66.18780000000001
252;ITIQUIRA II;1.2239;NAT;67;63;61;60;59;58;82.0013;77.1057;74.6579;73.434;72.2101;70.9862
253;SÃO SALVADOR;0.2149;NAT;733;662;606;577;522;481;157.5217;142.2638;130.2294;123.99730000000001;112.1778;103.3669
254;PEDRA DO CAVALO;0.9483;NAT;14;13;12;12;13;13;13.276200000000001;12.3279;11.3796;11.3796;12.3279;12.3279
255;IRAPÉ;1.4533;NAT;60;57;53;51;48;45;87.19800000000001;82.8381;77.0249;74.1183;69.7584;65.3985
257;PEIXE ANGICAL;0.2408;NAT;1293;1125;1014;958;870;795;311.3544;270.9;244.1712;230.6864;209.49599999999998;191.43599999999998
259;ITIQUIRA I;0.7685;NAT;67;63;61;60;59;58;51.4895;48.415499999999994;46.878499999999995;46.11;45.341499999999996;44.573
260;;;NAT;85;82;82;82;79;77;;;;;;
261;FOZ DO RIO CLARO;0.2395;NAT;157;148;146;148;140;131;37.6015;35.446;34.967;35.446;33.53;31.374499999999998
262;GUILMAN;1.0066;NAT;38;35;34;37;35;33;38.2508;35.230999999999995;34.224399999999996;37.2442;35.230999999999995;33.2178
263;PORTO ESTRELA;0.4593;NAT;80;76;74;74;72;68;36.744;34.9068;33.9882;33.9882;33.0696;31.2324
266;;;NAT;6757;6563;6340;6672;6688;6588;;;;;;
269;BALBINA;0.208;NAT;1428;1327;1353;1341;1215;1148;297.024;276.01599999999996;281.424;278.928;252.72;238.784
270;SERRA DA MESA;1.0404;NAT;590;544;502;480;433;400;613.836;565.9775999999999;522.2808;499.392;450.4932;416.15999999999997
271;ESTREITO TOC;0.211;NAT;4467;3549;3142;2987;2758;2497;942.5369999999999;748.8389999999999;662.962;630.257;581.938;526.867
273;LAJEADO;0.3315;NAT;1880;1611;1441;1357;1234;1124;623.22;534.0465;477.6915;449.8455;409.071;372.606
275;TUCURUI;0.5496;NAT;18691;14388;11500;9708;8190;6906;10272.5736;7907.6448;6320.4;5335.516799999999;4501.224;3795.5375999999997
277;CURUA-UNA;0.1679;NAT;378;370;366;373;359;320;63.4662;62.123;61.4514;62.6267;60.2761;53.727999999999994
278;MANSO;0.508;NAT;103;76;68;64;57;55;52.324;38.608000000000004;34.544;32.512;28.956;27.94
279;SAMUEL;0.2762;NAT;702;511;443;377;360;292;193.8924;141.1382;122.3566;104.1274;99.432;80.6504
280;COARACY NUNES;0.1795;NAT;2426;2350;2366;2293;2043;1973;435.467;421.825;424.697;411.5935;366.7185;354.1535
281;P.PEDRA;2.2106;NAT;75;73;72;72;71;70;165.795;161.3738;159.1632;159.1632;156.9526;154.742
283;SANTA CLARA - MG;0.4495;NAT;72;71;70;70;68;69;32.364000000000004;31.9145;31.465;31.465;30.566000000000003;31.0155
284;14 DE JULHO;0.3016;NAT;127;259;350;263;295;348;38.3032;78.11439999999999;105.55999999999999;79.32079999999999;88.972;104.95679999999999
285;JIRAU;0.155;NAT;33866;29949;26959;25397;24529;22239;5249.23;4642.095;4178.6449999999995;3936.535;3801.995;3447.045
286;QUEBRA-QUEIXO;1.035;NAT;44;66;76;68;103;91;45.54;68.30999999999999;78.66;70.38;106.60499999999999;94.18499999999999
287;SANTO ANTONIO;0.1589;NAT;34354;30390;27371;25785;24904;22576;5458.850600000001;4828.9710000000005;4349.2519;4097.2365;3957.2456;3587.3264000000004
288;PIMENTAL;0.0;NAT;15083;14794;14084;11876;9661;7775;0.0;0.0;0.0;0.0;0.0;0.0
290;SANTO ANTONIO DO JARI;0.2315;NAT;2457;2888;3028;3031;2904;2699;568.7955000000001;668.572;700.9820000000001;701.6765;672.2760000000001;624.8185000000001
291;DARDANELOS;0.8689;NAT;655;546;459;399;349;308;569.1295;474.4194;398.8251;346.6911;303.2461;267.6212
292;BELO MONTE ART;0.8185;ART;8167.167142857143;9257.44;9926.711428571429;8522.781428571428;6680.445714285714;5167.108571428572;6684.826306428571;7577.21464;8125.013304285714;6975.896599285714;5467.944817142857;4229.278365714286
294;SALTO;0.4502;NAT;113;110;109;110;106;103;50.8726;49.522;49.071799999999996;49.522;47.721199999999996;46.370599999999996
295;JAURU;0.9297;NAT;87;81;81;79;78;77;80.8839;75.3057;75.3057;73.4463;72.5166;71.5869
296;GUAPORÉ;1.5452;NAT;40;35;34;34;35;35;61.80799999999999;54.081999999999994;52.5368;52.5368;54.081999999999994;54.081999999999994
297;FERREIRA GOMES;0.1499;NAT;2446;2369;2385;2312;2059;1989;366.6554;355.11310000000003;357.5115;346.5688;308.64410000000004;298.1511
298;;;ART;98.9578947368421;94.57368421052631;98.33157894736843;102.71578947368421;97.07894736842105;93.94736842105263;;;;;;
299;ILHA POMBOS;0.2702;ART;225.0421052631579;216.42631578947368;217.66842105263157;223.2842105263158;206.92105263157896;199.05263157894737;60.806376842105266;58.478390526315785;58.81400736842105;60.33139368421053;55.910068421052635;53.78402105263158
301;;;NAT;7;7;10;10;10;8;;;;;;
302;PIMENTAL_ART;0.114;ART;6915.832857142857;5536.5599999999995;4157.288571428571;3353.2185714285715;2980.5542857142864;2607.891428571428;788.4049457142858;631.16784;473.93089714285713;382.26691714285715;339.78318857142864;297.2996228571428
303;FONTES;2.7014;ART;13.0;12.0;12.0;10.0;10.0;9.0;35.1182;32.4168;32.4168;27.014;27.014;24.3126
304;;;ART;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
306;PEREIRA PASSOS;0.3233;ART;115.9578947368421;110.57368421052631;113.33157894736843;116.71578947368421;110.07894736842105;105.94736842105263;37.48918736842105;35.748472105263154;36.64009947368421;37.734214736842105;35.58852368421052;34.252784210526315
315;;;ART;102.9578947368421;98.57368421052631;101.33157894736843;106.71578947368421;100.07894736842105;96.94736842105263;;;;;;
316;;;ART;102.9578947368421;98.57368421052631;101.33157894736843;106.71578947368421;100.07894736842105;96.94736842105263;;;;;;
317;;;ART;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
318;H.BORDEN;5.6808;ART;18.5;17.3;27.2;27.2;26.0;20.9;105.09479999999999;98.27784;154.51775999999998;154.51775999999998;147.7008;118.72871999999998
319;;;ART;16.5;16.3;24.2;24.2;23.0;18.9;;;;;;
320;;;NAT;9;8;13;13;13;10;;;;;;
366;;;ART;6757;6563;6340;6672;6688;6588;;;;;;
